DateStock,No_,Description,Gen_Prod_Posting Group,Quantité,Cout,Site,Encours,Nom abrégé,GroupeItem,GroupeClient,Quantit
2026-01-31,ART-1489,Article Industriel 489 Hydraulique,PROD_FINI,1229.54,118.53,ATELIER 1,0,ART-489,HYDRAULIQUE,INTERNE,1229.54
2026-01-05,ART-1471,Article Industriel 471 Hydraulique,EMBALLAGE,1226.79,226.08,MAGASIN CENTRAL,0,ART-471,HYDRAULIQUE,EXPORT_EU,1226.79
2026-03-31,ART-1401,Article Industriel 401 Visserie,COMPOSANT,344.43,364.64,MAGASIN CENTRAL,0,ART-401,VISSERIE,CLIENT_AERO,344.43
2026-04-15,ART-1544,Article Industriel 544 Divers,ACHAT_DIR,1016.11,80.37,MAGASIN CENTRAL,0,ART-544,DIVERS,CLIENT_AERO,1016.11
2026-03-31,ART-1324,Article Industriel 324 Plastique,PROD_FINI,124.95,30.0,DEPOT A,0,ART-324,PLASTIQUE,EXPORT_EU,124.95
2026-02-28,ART-1489,Article Industriel 489 Hydraulique,PROD_FINI,270.89 u,159.17,MAGASIN CENTRAL,0,ART-489,HYDRAULIQUE,CLIENT_AUTO,270.89
2026-02-15,ART-1559,Article  Industriel  559  Divers,MAT_PREM,1259.28,78.17,DEPOT B,1,ART-559,DIVERS,CLIENT_AERO,1259.28
2026-01-31,ART-1227,Article Industriel 227 Visserie,MAT_PREM,12.79,153.92,DEPOT B,1,ART-227,VISSERIE,CLIENT_AUTO,12.79
2026-04-15,ART-1466,Article Industriel 466 Metallurgie,MAT_PREM,291.4,586.65,DEPOT B,0,ART-466,METALLURGIE,CLIENT_AUTO,291.4
2026-03-15,ART-1091,Article Industriel 91 Divers,EMBALLAGE,226.59,72.63,ATELIER 1,0,ART-91,DIVERS,DIVERS_LOCAL,226.59
2026-04-30,ART-1410,Article Industriel 410 Divers,PROD_FINI,678.6,80.08,DEPOT A,1,ART-410,DIVERS,CLIENT_AUTO,678.6
2026-02-05,ART-1310,Article Industriel 310 Hydraulique,COMPOSANT,471.91,157.17,ATELIER 1,0,ART-310,HYDRAULIQUE,CLIENT_AERO,471.91
2026-02-28,ART-1438,Article Industriel 438 Electronique,ACHAT_DIR,1449.7,41.62,MAGASIN CENTRAL,1,ART-438,ELECTRONIQUE,INTERNE,1449.7
2026-04-15,ART-1357,Article Industriel 357 Visserie,COMPOSANT,222.55,63.1,DEPOT B,1,ART-357,VISSERIE,INTERNE,222.55
2026-04-05,ART-1009,Piston Aluminium Ø40mm,COMPOSANT,976.78,286.9,DEPOT B,0,PIST-ALU40,METALLURGIE,EXPORT_EU,976.78
2026-01-15,ART-1112,Article Industriel 112 Emballage,ACHAT_DIR,691.53,460.55,DEPOT NORD,0,ART-112,EMBALLAGE,DIVERS_LOCAL,691.53
2026-01-15,ART-1257,Article Industriel 257 Divers,PROD_FINI,655.58,377.67,ATELIER 1,0,ART-257,DIVERS,CLIENT_AERO,655.58
2026-02-28,ART-1644,Article Industriel 644 Electronique,MAT_PREM,1160.23,563.28,ATELIER 1,0,ART-644,ELECTRONIQUE,INTERNE,1160.23
2026-02-28,ART-1290,Article Industriel 290 Visserie,EMBALLAGE,376.73,317.82,DEPOT B,0,ART-290,VISSERIE,EXPORT_EU,376.73
2026-04-15,ART-1608,Article Industriel 608 Plastique,ACHAT_DIR,1422.35,0.00,MAGASIN CENTRAL,1,ART-608,PLASTIQUE,EXPORT_EU,1422.35
2026-01-15,ART-1118,Article Industriel 118 Hydraulique,EMBALLAGE,704.39,425.58,ATELIER 1,0,ART-118,HYDRAULIQUE,CLIENT_AERO,704.39
05/02/2026,ART-1674,Article Industriel 674 Emballage,EMBALLAGE,522.0,563.73,DEPOT A,1,ART-674,EMBALLAGE,INTERNE,522.0
2026-02-28,ART-1321,Article Industriel 321 Hydraulique,MAT_PREM,103.12,510.84,ATELIER 1,0,ART-321,HYDRAULIQUE,INTERNE,103.12
2026-02-15,ART-1647,Article Industriel 647 Metallurgie,COMPOSANT,1195.51,385.04,ATELIER 1,0,ART-647,METALLURGIE,INTERNE,1195.51
2026-03-05,ART-1209,Article Industriel 209 Electronique,COMPOSANT,502.31,52.62,DEPOT NORD,0,ART-209,ELECTRONIQUE,DIVERS_LOCAL,502.31
2026-04-30,ART-1633,Article Industriel 633 Divers,COMPOSANT,-525.53,289.41,DEPOT B,0,ART-633,DIVERS,DIVERS_LOCAL,525.53
2026-02-28,ART-1661,Article Industriel 661 Hydraulique,EMBALLAGE,,283.38,ATELIER 1,1,ART-661,HYDRAULIQUE,CLIENT_AUTO,431.17
2026-02-05,ART-1565,Article Industriel 565 Electronique,EMBALLAGE,597.46,606.61,ATELIER 1,0,ART-565,ELECTRONIQUE,INTERNE,597.46
2026-02-15,ART-1201,Article Industriel 201 Visserie,ACHAT_DIR,1265.29,193.91,DEPOT A,0,ART-201,VISSERIE,INTERNE,1265.29
2026-01-15,ART-1584,Article Industriel 584 Divers,COMPOSANT,1299.74,345.68,DEPOT NORD,0,ART-584,DIVERS,DIVERS_LOCAL,1299.74
2026-03-31,ART-1194,article industriel 194 divers,MAT_PREM,176.05,349.55,ATELIER 1,1,ART-194,DIVERS,INTERNE,176.05
2026-01-31,ART-1069,Article Industriel 69 Divers,PROD_FINI,652.66,146.64,ATELIER 1,0,ART-69,DIVERS,EXPORT_EU,652.66
2026-03-15,ART-1586,Article Industriel 586 Electronique,EMBALLAGE,728.35,224.52,DEPOT NORD,1,ART-586,ELECTRONIQUE,EXPORT_EU,728.35
2026-03-05,ART-1132,Article Industriel 132 Metallurgie,PROD_FINI,510.07,850000.00,DEPOT B,0,ART-132,METALLURGIE,INTERNE,510.07
2026-04-15,ART-1482,Article Industriel 482 Emballage,PROD_FINI,386.8,474.16,ATELIER 1,1,ART-482,EMBALLAGE,INTERNE,386.8
2026-01-05,ART-1423,Article Industriel 423 Visserie,COMPOSANT,57.82,30.54,DEPOT B,0,ART-423,VISSERIE,,57.82
2026-01-15,ART-1491,Article Industriel 491 Hydraulique,MAT_PREM,86.21,270.12,MAGASIN CENTRAL,0,ART-491,HYDRAULIQUE,CLIENT_AERO,86.21
2026-03-15,ART-1015,Boîtier Injecté PA66-GF30,PROD_FINI,783.68,465.17,MAGASIN CENTRAL,0,BOIT-PA66,PLASTIQUE,CLIENT_AUTO,783.68
2026-02-05,ART-1740,Article Industriel 740 Metallurgie,COMPOSANT,281.89,395.06,DEPOT B,0,ART-740,METALLURGIE,CLIENT_AERO,281.89
2026-02-15, ART-1001 ,Boulon M8x30 Inox 316,COMPOSANT,920.86,433.28,DEPOT NORD,1,BOUL-M8,VISSERIE,INTERNE,920.86
2026-03-05,ART-1303,Article Industriel 303 Divers,PROD_FINI,1100.32,377.69,DEPOT A,1,ART-303,DIVERS,DIVERS_LOCAL,1100.32
2026-01-15,ART-1724,Article Industriel 724 Divers,EMBALLAGE,846.06,468.14,DEPOT NORD,0,ART-724,DIVERS,EXPORT_EU,846.06
2026-04-15,ART-1666,Article Industriel 666 Visserie,ACHAT_DIR,1165.05,373.81 TND,DEPOT B,1,ART-666,VISSERIE,EXPORT_EU,1165.05
2026-01-05,ART-1441,Article Industriel 441 Emballage,EMBALLAGE,24.63,290.9,DEPOT B,0,ART-441,EMBALLAGE,EXPORT_EU,24.63
2026-03-05,ART-1513,Article Industriel 513 Divers,ACHAT_DIR,54.35,366.64,DEPOT B,0,ART-513,DIVERS,CLIENT_AERO,54.35
2026-02-05,ART-1748,Article Industriel 748 Electronique,COMPOSANT,1424.21,326.38,MAGASIN CENTRAL,0,ART-748,ELECTRONIQUE,DIVERS_LOCAL,1424.21
2026-03-31,ART-1705,Article Industriel 705 Plastique,PROD_FINI,107.01,165.05,DEPOT NORD,1,ART-705,,CLIENT_AERO,107.01
2026-04-30,ART-1580,Article Industriel 580 Emballage,MAT_PREM,1239.6,380.57,ATELIER 1,1,ART-580,EMBALLAGE,CLIENT_AUTO,1239.6
2026-02-28,ART-1616,Article Industriel 616 Divers,EMBALLAGE,0,10.63,MAGASIN CENTRAL,0,ART-616,DIVERS,EXPORT_EU,291.9
2026-03-05,ART-1389,Article Industriel 389 Divers,MAT_PREM,1053.4,104.71,ATELIER 1,0,ART-389,DIVERS,CLIENT_AUTO,1053.4
2026-03-31,ART-1729,Article Industriel 729 Hydraulique,,708.64,555.82,ATELIER 1,0,ART-729,HYDRAULIQUE,DIVERS_LOCAL,708.64
2026-01-15,ART-1631,Article Industriel 631 Metallurgie,MAT_PREM,490.3,318.05,DEPOT B,1,ART-631,METALLURGIE,DIVERS_LOCAL,490.3
2026-01-05,ART-1744,Article Industriel 744 Metallurgie,MAT_PREM,298.88,325.0,MAGASIN CENTRAL,1,ART-744,METALLURGIE,INTERNE,298.88
2026-01-15,ART-1758,Article Industriel 758 Electronique,ACHAT_DIR,1067.82,47.24,ATELIER 1,0,ART-758,ELECTRONIQUE,INTERNE,1067.82
2026-01-05,ART-1289,Article Industriel 289 Plastique,COMPOSANT,895.56,259.35,DEPOT B,0,ART-289,PLASTIQUE,CLIENT_AUTO,895.56
2026-02-28,ART-1490,Article Industriel 490 Hydraulique,PROD_FINI,1428.85,296.58,DEPOT A,1,ART-490,HYDRAULIQUE,INTERNE,1428.85
2026-02-05,ART-1223,Article Industriel 223 Divers,ACHAT_DIR,1139.48,544.27,ATELIER 1,0,ART-223,DIVERS,DIVERS_LOCAL,1139.48
2026-03-31,ART-1384,Article Industriel 384 Electronique,PROD_FINI,1020.46,276.57,DEPOT B,0,ART-384,ELECTRONIQUE,EXPORT_EU,1020.46
2026-01-05,ART-1252,Article Industriel 252 Hydraulique,PROD_FINI,750.23,274.44,MAGASIN CENTRAL,1,ART-252,  HYDRAULIQUE  ,EXPORT_EU,750.23
2026-01-15,ART-1777,Article Industriel 777 Visserie,PROD_FINI,507.45,643.99,MAGASIN CENTRAL,0,ART-777,VISSERIE,CLIENT_AERO,507.45
2026-01-31,ART-1664,Article Industriel 664 Divers,PROD_FINI,994.51,438.36,DEPOT NORD,0,ART-664,DIVERS,CLIENT_AERO,994.51
2026-01-15,ART-1430,Article Industriel 430 Visserie,ACHAT_DIR,265.39,415.51,ATELIER 1,0,ART-430,VISSERIE,INTERNE,265.39
2026-02-15,ART-1780,Article Industriel 780 Divers,MAT_PREM,204.64,445.54,depot b,0,ART-780,DIVERS,INTERNE,204.64
2026-01-31,ART-1296,Article Industriel 296 Divers,COMPOSANT,882.02,571.17,MAGASIN CENTRAL,0,ART-296,DIVERS,INTERNE,882.02
2026-02-05,ART-1537,Article Industriel 537 Electronique,PROD_FINI,320.95,-353.25,DEPOT NORD,0,ART-537,ELECTRONIQUE,CLIENT_AERO,320.95
2026-01-15,ART-1659,Article Industriel 659 Hydraulique,MAT_PREM,331.15,419.27,ATELIER 1,0,ART-659,HYDRAULIQUE,DIVERS_LOCAL,331.15
2026-04-15,ART-1308,Article Industriel 308 Hydraulique,EMBALLAGE,471.29,202.16,DEPOT NORD,0,ART-308,HYDRAULIQUE,CLIENT_AUTO,471.29
2026-01-31,ART-1149,Article Industriel 149 Electronique,EMBALLAGE,1220.64,297.02,DEPOT A,1,ART-149,ELECTRONIQUE,EXPORT_EU,1220.64
2026-01-15,ART-1568,Article Industriel 568 Hydraulique,COMPOSANT,1011.48,613.45,ATELIER 1,1,ART-568,HYDRAULIQUE,CLIENT_AERO,1011.48
2026-02-28,ART-1328,Article Industriel 328 Emballage,MAT_PREM,1178.81,40.66,ATELIER 1,0,ART-328,EMBALLAGE,INTERNE,1178.81
2026-03-31,ART-1033,Article Industriel 33 Visserie,MAT_PREM,1310.26,213.6,DEPOT NORD,1,ART-33,VISSERIE,INTERNE,1310.26
2026-01-31,ART-1142,Article Industriel 142 Divers,PROD_FINI,571.51,143.93,DEPOT B,0,ART-142,DIVERS,CLIENT_AERO,571.51
2026-03-05,ART-1245,Article Industriel 245 Divers,MAT_PREM,245.77,644.23,DEPOT NORD,0,ART-245,DIVERS,CLIENT_AUTO,245.77
2026-04-05,ART-1641,Article Industriel 641 Emballage,COMPOSANT,1197.56,623.98, MAGASIN CENTRAL ,0,ART-641,EMBALLAGE,CLIENT_AUTO,1197.56
2026-02-28,ART-1610,Article Industriel 610 Emballage,MAT_PREM,1276.99,51.54,DEPOT NORD,0,ART-610,EMBALLAGE,DIVERS_LOCAL,1276.99
2026-01-05,ART-1021,Film Étirable Palette 23µm,EMBALLAGE,668.81,170.24,DEPOT NORD,1,FILM-ETIR23,EMBALLAGE,CLIENT_AERO,668.81
2026-04-30,ART-1771,Article Industriel 771 Plastique,ACHAT_DIR,1111.03,593.18,DEPOT A,0,ART-771,PLASTIQUE,INTERNE,1111.03
2026-02-28,ART-1793,Article Industriel 793 Metallurgie,MAT_PREM,1259.32,95.63,DEPOT B,99,ART-793,METALLURGIE,CLIENT_AERO,1259.32
2026-02-15,ART-1343,Article Industriel 343 Emballage,EMBALLAGE,6.29,541.51,ATELIER 1,0,ART-343,EMBALLAGE,EXPORT_EU,6.29
2026-01-31,ART-1320,ARTICLE INDUSTRIEL 320 ELECTRONIQUE,ACHAT_DIR,1359.7,456.6,DEPOT NORD,0,ART-320,ELECTRONIQUE,DIVERS_LOCAL,1359.7
2026-02-15,ART-1342,Article Industriel 342 Metallurgie,PROD_FINI,8.73,401.92,ATELIER 1,1,ART-342,metallurgie,CLIENT_AERO,8.73
2026-01-31,ART-1144,Article Industriel 144 Electronique,MAT_PREM,908.4,201.16,DEPOT NORD,0,ART-144,ELECTRONIQUE,EXPORT_EU,908.4
2026-02-28,ART-1152,Article Industriel 152 Divers,EMBALLAGE,592.45,424.93,MAGASIN CENTRAL,99,ART-152,DIVERS,CLIENT_AUTO,592.45
2026-03-05,ART-1069,Article Industriel 69 Divers,PROD_FINI,1048.37,525.9,DEPOT NORD,0,ART-69,DIVERS,CLIENT_AERO,1048.37
2026-04-15,ART-1712,Article Industriel 712 Electronique,COMPOSANT,168.13,47.76,ATELIER 1,0,ART-712,ELECTRONIQUE,CLIENT_AUTO,168.13
2026-03-31,ART-1450,Article Industriel 450 Electronique,EMBALLAGE,864.4,,DEPOT B,0,ART-450,ELECTRONIQUE,INTERNE,864.4
2026-03-05,ART-1165,Article Industriel 165 Plastique,ACHAT_DIR,553.66,634.53,DEPOT A,1,ART-165,PLASTIQUE,CLIENT_AERO,553.66
2026-02-15,ART-1401,Article Industriel 401 Visserie,COMPOSANT,472.51,360.47,DEPOT B,1,ART-401,visserie,INTERNE,472.51
2026-02-05,ART-1191,Article Industriel 191 Divers,EMBALLAGE,827.21,99.2,DEPOT A,1,ART-191,DIVERS,CLIENT_AERO,82.72
2026-02-15,ART-1319,Article Industriel 319 Hydraulique,ACHAT_DIR,1001.03,428.28,ATELIER 1,0,ART-319,HYDRAULIQUE,INTERNE,1001.03
2026-04-15,ART-1706,Article Industriel 706 Plastique   ,ACHAT_DIR,1418.68,354.25,DEPOT B,0,ART-706,PLASTIQUE,EXPORT_EU,1418.68
2026-04-05,ART-1004,Écrou Frein M10 Nylon,COMPOSANT,180.6,178.81,DEPOT NORD,1,ECROU-M10,VISSERIE,EXPORT_EU,180.6
2026-04-30,ART-1487,Article Industriel 487 Divers,COMPOSANT,1260.69,65.74,DEPOT NORD,1,ART-487,DIVERS,EXPORT_EU,1260.69
2026-01-31,ART-1609,Article Industriel 609 Divers,PROD_FINI,1414.59,597.27,DEPOT B,0,ART-609,DIVERS,DIVERS_LOCAL,1414.59
2026-01-15,ART-1527,Article Industriel 527 Plastique,ACHAT_DIR,986.71,132.1,ATELIER 1,99,ART-527,PLASTIQUE,INTERNE,986.71
2026-01-05,ART-1429,Article Industriel 429 Metallurgie,COMPOSANT,961.15,630.13,DEPOT NORD,1,ART-429,METALLURGIE,CLIENT_AERO,961.15
2026-03-15,ART-1355,Article Industriel 355 Metallurgie,PROD_FINI,402.99,134.04,DEPOT B,0,ART-355,METALLURGIE,CLIENT_AUTO,402.99
2026-03-31,ART-1706,Article Industriel 706 Plastique,ACHAT_DIR,611.49,371.14,DEPOT NORD,0,ART-706,PLASTIQUE,INTERNE,611.49
2026-03-15,ART-1125,Article Industriel 125 Emballage,MAT_PREM,267.6,310.64,DEPOT B,0,ART-125,EMBALLAGE,CLIENT_AERO,267.6
2026-04-15,art-1798,Article Industriel 798 Plastique,COMPOSANT,564.51,124.45,DEPOT A,0,ART-798,PLASTIQUE,INTERNE,564.51
2026-02-15,ART-1050,Article Industriel 50 Emballage,MAT_PREM,59.02,120.65,MAGASIN CENTRAL,0,ART-50,EMBALLAGE,EXPORT_EU,59.02
2026-01-15,ART-1650,Article Industriel 650 Visserie,ACHAT_DIR,1155.48,223.05,DEPOT B,0,ART-650,VISSERIE,INTERNE,1155.48
2026-01-15,ART-1540,Article Industriel 540 Electronique,PROD_FINI,707.89,346.44,DEPOT NORD,0,ART-540,ELECTRONIQUE,EXPORT_EU,707.89
2026-03-05,ART-1508,,PROD_FINI,374.57,32.49,MAGASIN CENTRAL,0,ART-508,PLASTIQUE,CLIENT_AERO,374.57
2026-03-05,ART-1679,Article Industriel 679 Electronique,EMBALLAGE,178.15,302.88,ATELIER 1,0,ART-679,ELECTRONIQUE,INTERNE,178.15
2026-01-15,ART-1443,Article Industriel 443 Emballage,ACHAT_DIR,251.31,346.21,DEPOT A,0,ART-443,EMBALLAGE,DIVERS_LOCAL,251.31
2026-02-15,ART-1031,Article Industriel 31 Visserie,ACHAT_DIR,1160.27,402.97,DEPOT B,1,ART-31,VISSERIE,EXPORT_EU,1160.27
2026-03-05,ART-1358,Article Industriel 358 Plastique,COMPOSANT,628.71,64.42,MAGASIN CENTRAL,0,ART-358,PLASTIQUE,INTERNE,628.71
2026-04-15,ART-1677,Article Industriel 677 Metallurgie,COMPOSANT,331.06,265.85,DEPOT A,0,ART-677,METALLURGIE,CLIENT_AERO,331.06
2026-02-15,ART-1556,Article Industriel 556 Plastique,ACHAT_DIR,875.92,265.85,MAGASIN CENTRAL,1,ART-556,PLASTIQUE,INTERNE,875.92
2026-01-15,ART-1712,Article Industriel 712 Electronique,COMPOSANT,796.32,237.27,ATELIER 1,1,ART-712,ELECTRONIQUE,EXPORT_EU,796.32
2026-04-05,ART-1401,Article Industriel 401 Visserie,COMPOSANT,628.85,646.07,ATELIER 1,0,ART-401,VISSERIE,CLIENT_AUTO,628.85
2026-01-31,ART-1500,Article Industriel 500 Metallurgie,EMBALLAGE,1092.4,510.09,MAGASIN CENTRAL,0,ART-500,METALLURGIE,CLIENT_AUTO,1092.4
2026-01-31,ART-1273,Article Industriel 273 Electronique,PROD_FINI,1356.96,513.12,ATELIER 1,0,ART-273,ELECTRONIQUE,CLIENT_AUTO,1356.96
2026-01-15,ART-1231,Article Industriel 231 Plastique,COMPOSANT,999999,136.64,DEPOT B,0,ART-231,PLASTIQUE,EXPORT_EU,475.31
2026-01-31,ART-1678,Article Industriel 678 Divers,COMPOSANT,332.48,560.8,ATELIER 1,1,ART-678,DIVERS,CLIENT_AUTO,332.48
2026-03-31,ART-1307,Article Industriel 307 Divers,ACHAT_DIR,1364.69,374.55,ATELIER 1,0,ART-307,DIVERS,CLIENT_AUTO,1364.69
2026-04-05,ART-1391,Article Industriel 391 Plastique,EMBALLAGE,798.18,295.73,DEPOT NORD,1,ART-391,PLASTIQUE,CLIENT_AUTO,798.18
2026-02-15,ART-1711,Article Industriel 711 Emballage,COMPOSANT,1324.03,251.58,MAGASIN CENTRAL,0,ART-711,EMBALLAGE,INTERNE,1324.03
2026-03-31,ART-1041,Article Industriel 41 Emballage,PROD_FINI,755.59,168.6,DEPOT A,0,ART-41,EMBALLAGE,EXPORT_EU,755.59
2026-02-05,ART-1231,Article Industriel 231 Plastique,COMPOSANT,442.99,486.2,MAGASIN CENTRAL,0,ART-231,PLASTIQUE,EXPORT_EU,442.99
2026-01-31,ART-1705,Article Industriel 705 Plastique,PROD_FINI,551.24,482.6,DEPOT B,1,ART-705,PLASTIQUE,INTERNE,551.24
2026-04-05,ART-1166,Article Industriel 166 Metallurgie,PROD_FINI,881.71,140.59,DEPOT A,0,ART-166,METALLURGIE,CLIENT_AERO,881.71
2026-03-15,ART-1736,Article Industriel 736 Hydraulique,EMBALLAGE,931.54,145.57,DEPOT NORD,0,ART-736,HYDRAULIQUE,DIVERS_LOCAL,931.54
2026-01-05,ART-1308,Article Industriel 308 Hydraulique,EMBALLAGE,560.23,578.44,DEPOT NORD,1,ART-308,HYDRAULIQUE,EXPORT_EU,560.23
2026-02-05,ART-1591,Article Industriel 591 Electronique,EMBALLAGE,528.74,119.4,ATELIER 1,1,ART-591,ELECTRONIQUE,CLIENT_AUTO,528.74
2026-03-05,ART-1068,Article Industriel 68 Electronique,MAT_PREM,955.9,86.54,DEPOT B,0,ART-68,ELECTRONIQUE,EXPORT_EU,955.9
2026-01-15,ART-1242,Article Industriel 242 Divers,MAT_PREM,771.33 u,344.5,DEPOT NORD,1,ART-242,DIVERS,INTERNE,771.33
2026-02-05,ART-1020,Carton Ondulé Double Cannelure,EMBALLAGE,267.57,199.81,MAGASIN CENTRAL,1,CART-DOUBL,EMBALLAGE,DIVERS_LOCAL,267.57
2026-02-05,ART-1355,Article Industriel 355 Metallurgie,PROD_FINI,91.25,160.68,MAGASIN CENTRAL,1,ART-355,METALLURGIE,CLIENT_AUTO,91.25
2026-04-30,ART-1465,Article Industriel 465 Electronique,EMBALLAGE,978.95,647.78,DEPOT B,0,ART-465,ELECTRONIQUE,CLIENT_AERO,978.95
2026-03-31,ART-1479,Article Industriel 479 Visserie,PROD_FINI,283.31,15.6,DEPOT NORD,1,ART-479,VISSERIE,DIVERS_LOCAL,283.31
2026-04-15, ART-1565 ,Article Industriel 565 Electronique,EMBALLAGE,686.52,457.69,DEPOT B,0,ART-565,ELECTRONIQUE,CLIENT_AUTO,686.52
2026-03-15,ART-1051,Article Industriel 51 Electronique,EMBALLAGE,283.21,437.68,DEPOT A,1,ART-51,ELECTRONIQUE,EXPORT_EU,283.21
2026-04-15,ART-1465,Article Industriel 465 Electronique,EMBALLAGE,1104.61,437.34,DEPOT A,0,ART-465,ELECTRONIQUE,CLIENT_AUTO,1104.61
2026-02-15,ART-1737,Article Industriel 737 Visserie,MAT_PREM,302.82,576.03,DEPOT B,1,ART-737,VISSERIE,CLIENT_AERO,302.82
2026-03-15,ART-1349,Article Industriel 349 Metallurgie,PROD_FINI,966.37,308.15,MAGASIN CENTRAL,0,ART-349,METALLURGIE,DIVERS_LOCAL,966.37
2026-01-31,ART-1771,Article Industriel 771 Plastique,ACHAT_DIR,279.18,2.46,DEPOT A,0,ART-771,PLASTIQUE,CLIENT_AUTO,279.18
2026-02-15,ART-1721,Article Industriel 721 Divers,MAT_PREM,982.57,449.7,ATELIER 1,1,ART-721,DIVERS,CLIENT_AERO,982.57
2026-01-15,ART-1779,Article Industriel 779 Plastique,EMBALLAGE,1334.27,183.12,DEPOT A,1,ART-779,PLASTIQUE,EXPORT_EU,1334.27
2026-04-30,ART-1167,Article Industriel 167 Metallurgie,PROD_FINI,515.89,180.45,MAGASIN CENTRAL,0,ART-167,METALLURGIE,CLIENT_AERO,515.89
2026-04-15,ART-1699,Article Industriel 699 Electronique,MAT_PREM,276.15,280.51,DEPOT B,0,ART-699,ELECTRONIQUE,CLIENT_AUTO,276.15
2026-04-15,ART-1064,Article Industriel 64 Metallurgie,COMPOSANT,846.25,35.3,DEPOT NORD,0,ART-64,METALLURGIE,DIVERS_LOCAL,846.25
2026-04-05,ART-1752,Article Industriel 752 Visserie,COMPOSANT,1123.28,143.34 TND,ATELIER 1,1,ART-752,VISSERIE,EXPORT_EU,1123.28
2026-01-31,ART-1418,Article Industriel 418 Hydraulique,ACHAT_DIR,813.27,223.44,DEPOT NORD,0,ART-418,HYDRAULIQUE,CLIENT_AERO,813.27
2026-04-05,ART-1353,Article Industriel 353 Emballage,COMPOSANT,1008.88,430.75,ATELIER 1,0,ART-353,  EMBALLAGE  ,CLIENT_AERO,1008.88
2026-03-05,ART-1645,Article Industriel 645 Emballage,COMPOSANT,1299.4,370.59,DEPOT A,1,ART-645,EMBALLAGE,DIVERS_LOCAL,1299.4
2026-04-05,ART-1436,Article Industriel 436 Electronique,PROD_FINI,64.71,362.66,ATELIER 1,0,ART-436,ELECTRONIQUE,CLIENT_AUTO,64.71
05-03-2026,ART-1210,Article Industriel 210 Metallurgie,COMPOSANT,1138.97,366.79,ATELIER 1,0,ART-210,METALLURGIE,EXPORT_EU,1138.97
2026-04-15,ART-1753,Article Industriel 753 Divers,COMPOSANT,326.62,568.31,DEPOT NORD,0,ART-753,DIVERS,EXPORT_EU,326.62
2026-04-15,ART-1587,Article Industriel 587 Emballage,MAT_PREM,1446.34,311.11,ATELIER 1,0,ART-587,emballage,DIVERS_LOCAL,1446.34
2026-01-15,ART-1416,Article Industriel 416 Hydraulique,MAT_PREM,25.86,352.05,DEPOT A,0,ART-416,HYDRAULIQUE,CLIENT_AUTO,25.86
2026-01-15,ART-1436,Article Industriel 436 Electronique,PROD_FINI,225.18,73.42,DEPOT B,0,ART-436,ELECTRONIQUE,CLIENT_AERO,225.18
2026-03-15,ART-1360,Article Industriel 360 Divers,MAT_PREM,345.71,309.65,DEPOT NORD,0,ART-360,DIVERS,CLIENT_AUTO,345.71
2026-03-05,ART-1025,Support Moteur Aluminium M2,PROD_FINI,1005.79,300.43,DEPOT A,1,SUPP-MOT-M2,METALLURGIE,CLIENT_AERO,100.58
2026-03-05,ART-1432,Article Industriel 432 Visserie,EMBALLAGE,38.72,43.28,ATELIER 1,0,ART-432,VISSERIE,EXPORT_EU,38.72
2026-04-05,ART-1180,Article Industriel 180 Metallurgie,COMPOSANT,402.05,558.98,DEPOT B,1,ART-180,METALLURGIE,INTERNE,402.05
2026-02-28,ART-1506,Article Industriel 506 Visserie,ACHAT_DIR,0,444.6,DEPOT B,0,ART-506,VISSERIE,EXPORT_EU,286.85
2026-02-05,ART-1032,Article Industriel 32 Metallurgie,MAT_PREM,868.49,452.73,MAGASIN CENTRAL,0,ART-32,METALLURGIE,CLIENT_AERO,868.49
2026-04-15,ART-1543,Article Industriel 543 Plastique,COMPOSANT,86.92,11.99,DEPOT NORD,0,ART-543,PLASTIQUE,INTERNE,86.92
2026-01-31,ART-1413,Article Industriel 413 Plastique,ACHAT_DIR,1418.32,96.9,DEPOT NORD,0,ART-413,PLASTIQUE,CLIENT_AUTO,1418.32
2026-01-05,ART-1339,Article Industriel 339 Metallurgie,MAT_PREM,39.47,159.91, ATELIER 1 ,0,ART-339,METALLURGIE,EXPORT_EU,39.47
2026-02-15,ART-1435,Article Industriel 435 Hydraulique,EMBALLAGE,1098.85,585.32,DEPOT NORD,0,ART-435,HYDRAULIQUE,INTERNE,1098.85
2026-01-05,ART-1257,Article Industriel 257 Divers,PROD_FINI,933.99,195.32,DEPOT B,0,ART-257,DIVERS,CLIENT_AUTO,933.99
2026-03-15,,Article Industriel 662 Plastique,PROD_FINI,1305.02,521.88,MAGASIN CENTRAL,0,ART-662,PLASTIQUE,INTERNE,1305.02
2026-04-05,ART-1437,Article Industriel 437 Metallurgie,PROD_FINI,1048.99,370.31,DEPOT A,0,ART-437,METALLURGIE,CLIENT_AUTO,1048.99
2026-01-31,ART-1385,Article Industriel 385 Emballage,EMBALLAGE,249.78,461.02,ATELIER 1,0,ART-385,EMBALLAGE,CLIENT_AERO,249.78
2026-02-15,ART-1562,Article Industriel 562 Electronique,EMBALLAGE,503.66,105.59,DEPOT A,0,ART-562,ELECTRONIQUE,CLIENT_AERO,503.66
2026-01-31,ART-1281,Article Industriel 281 Plastique,ACHAT_DIR,1137.54,110.48,ATELIER 1,0,ART-281,,EXPORT_EU,1137.54
